Date,Open,High,Low,Close,Adj Close,Volume
2001-01-02,132.0,132.15625,127.5625,128.8125,84.36540222167969,8737500
2001-01-03,128.3125,136.0,127.65625,135.0,88.4178695678711,19431600
2001-01-04,134.9375,135.46875,133.0,133.546875,87.46614837646484,9219000
2001-01-05,133.46875,133.625,129.1875,129.1875,84.61100006103516,12911400
2001-01-08,129.875,130.1875,127.6875,130.1875,85.26594543457031,6625300
2001-01-09,131.046875,131.5,129.421875,129.84375,85.04080200195312,5702400
2001-01-10,129.0,132.125,128.8125,132.125,86.53491973876953,8746100
2001-01-11,131.09375,133.484375,131.09375,132.25,86.61676788330078,7245100
2001-01-12,132.6875,133.71875,131.28125,132.0,86.45304870605469,7244000
2001-01-16,132.0,133.1875,131.515625,132.84375,87.0056381225586,8542200
2001-01-17,134.84375,135.046875,132.640625,133.453125,87.40478515625,7851400
2001-01-18,133.4375,135.703125,132.9375,134.78125,88.27465057373047,8107000
2001-01-19,136.1875,136.1875,133.875,134.015625,87.77316284179688,7782500
2001-01-22,134.25,135.78125,133.5625,134.90625,88.35648345947266,7050900
2001-01-23,134.46875,136.65625,134.15625,135.96875,89.05239868164062,8463100
2001-01-24,136.25,137.3125,135.84375,136.375,89.31842803955078,6199900
2001-01-25,136.25,137.25,135.65625,136.03125,89.0932846069336,10818300
2001-01-26,135.15625,136.125,134.453125,135.875,88.990966796875,7136800
2001-01-29,135.5,136.89999389648438,135.3699951171875,136.60000610351562,89.46580505371094,6705900
2001-01-30,136.3000030517578,137.9199981689453,135.7899932861328,137.8000030517578,90.25172424316406,7069100
2001-01-31,137.39999389648438,138.6999969482422,136.60000610351562,137.02000427246094,89.74087524414062,9706900
2001-02-01,137.10000610351562,137.9499969482422,136.25,137.92999267578125,90.33685302734375,8239100
2001-02-02,137.39999389648438,137.99000549316406,134.75,134.8000030517578,88.28690338134766,8276600
2001-02-05,134.8000030517578,135.94000244140625,134.75,135.7899932861328,88.93525695800781,4352900
2001-02-06,135.3000030517578,136.6999969482422,135.22000122070312,135.38999938964844,88.67330932617188,7106700
2001-02-07,134.72000122070312,135.39999389648438,133.67999267578125,134.69000244140625,88.2148208618164,5748700
2001-02-08,134.8000030517578,135.39999389648438,133.10000610351562,133.1199951171875,87.18659210205078,5943300
2001-02-09,133.35000610351562,133.35000610351562,131.25999450683594,131.83999633789062,86.34825897216797,9913000
2001-02-12,131.6999969482422,133.5,131.6999969482422,133.35000610351562,87.3372573852539,5804400
2001-02-13,133.6999969482422,134.1699981689453,132.0,132.25999450683594,86.62330627441406,6587600
2001-02-14,132.64999389648438,132.64999389648438,130.66000366210938,132.05999755859375,86.49232482910156,8400100
2001-02-15,132.83999633789062,133.52000427246094,131.99000549316406,133.33999633789062,87.33061981201172,5929800
2001-02-16,131.0,131.2899932861328,129.3000030517578,130.39999389648438,85.4051284790039,6434900
2001-02-20,131.0399932861328,131.13999938964844,128.10000610351562,128.38999938964844,84.08868408203125,5760000
2001-02-21,127.9000015258789,128.83999633789062,125.5,125.62000274658203,82.27445983886719,10910800
2001-02-22,126.3499984741211,126.54000091552734,123.0199966430664,125.80999755859375,82.39889526367188,21281600
2001-02-23,125.08000183105469,125.54000091552734,121.80000305175781,124.95999908447266,81.84220886230469,20173000
2001-02-26,125.80000305175781,127.62000274658203,124.5,127.62000274658203,83.58438873291016,11503700
2001-02-27,126.80000305175781,127.83999633789062,125.51000213623047,126.44000244140625,82.81153869628906,11415000
2001-02-28,126.75,126.83999633789062,123.2699966430664,123.94999694824219,81.18070220947266,14825800
2001-03-01,124.05000305175781,124.5999984741211,121.75,124.5999984741211,81.60645294189453,14672000
2001-03-02,122.5,125.6500015258789,122.30000305175781,123.61000061035156,80.95803833007812,12564300
2001-03-05,124.1500015258789,124.77999877929688,123.80999755859375,124.73999786376953,81.69811248779297,5293200
2001-03-06,126.3499984741211,127.75,125.48999786376953,126.08000183105469,82.57574462890625,6917000
2001-03-07,126.9000015258789,127.04000091552734,125.76000213623047,126.9800033569336,83.16519165039062,6371700
2001-03-08,126.5999984741211,127.23999786376953,126.13999938964844,127.12000274658203,83.25691223144531,6055000
2001-03-09,126.0999984741211,126.0999984741211,123.11000061035156,123.36000061035156,80.7943115234375,10020300
2001-03-12,122.33999633789062,122.5,117.75,118.08000183105469,77.336181640625,13972900
2001-03-13,119.4000015258789,120.44000244140625,117.52999877929688,120.0199966430664,78.60676574707031,12888000
2001-03-14,117.05000305175781,119.29000091552734,115.75,117.6500015258789,77.05451202392578,19883400
2001-03-15,118.44999694824219,118.86000061035156,117.36000061035156,117.68000030517578,77.07420349121094,10370300
2001-03-16,117.12999725341797,117.4000015258789,114.80999755859375,115.01000213623047,75.52831268310547,58514600
2001-03-19,115.76000213623047,117.69000244140625,114.81999969482422,117.3499984741211,77.06501007080078,10067800
2001-03-20,117.9000015258789,118.45999908447266,114.11000061035156,114.19999694824219,74.99636840820312,15083900
2001-03-21,114.18000030517578,115.26000213623047,111.9000015258789,112.26000213623047,73.72233581542969,19004600
2001-03-22,112.0199966430664,112.5999984741211,108.04000091552734,111.12000274658203,72.97370147705078,28624800
2001-03-23,113.25,114.66000366210938,111.5,114.4800033569336,75.18025207519531,12861700
2001-03-26,115.69999694824219,116.2699966430664,114.7699966430664,115.94000244140625,76.13902282714844,9943800
2001-03-27,115.62000274658203,118.6500015258789,115.27999877929688,118.30999755859375,77.6954345703125,12880700
2001-03-28,116.9000015258789,116.94999694824219,114.9000015258789,115.04000091552734,75.5479965209961,10953300
2001-03-29,114.69999694824219,116.5,112.13999938964844,115.4800033569336,75.83694458007812,12060300
2001-03-30,115.55000305175781,116.69000244140625,114.5,116.69000244140625,76.63155364990234,9183600
2001-04-02,116.30000305175781,117.37999725341797,113.80000305175781,114.19999694824219,74.99636840820312,10561000
2001-04-03,113.9800033569336,114.1500015258789,110.05999755859375,110.38999938964844,72.4942855834961,12836000
2001-04-04,110.56999969482422,112.0999984741211,109.30000305175781,110.8499984741211,72.7963638305664,14884300
2001-04-05,113.30000305175781,115.48999786376953,112.5,115.05000305175781,75.55457305908203,21522800
2001-04-06,113.98999786376953,114.4000015258789,112.05999755859375,113.30000305175781,74.40533447265625,14937800
2001-04-09,114.0,114.98999786376953,112.77999877929688,114.55999755859375,75.2327880859375,9034300
